day_idx,hours_since_quake,D,near_delta,n_r_bins,t_hours,D_peak,t_peak_hours,D_norm,short_name,slug,name,disaster_type,event_type
,112.0,0.017946559963548943,-0.016205667395307866,20,112.0,0.12183737847793859,-8.0,0.14729929507469314,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
,136.0,0.021734324349899463,-0.031212402078807888,20,136.0,0.12183737847793859,-8.0,0.17838798422468483,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
,160.0,0.03179468870698314,-0.07130449991127419,20,160.0,0.12183737847793859,-8.0,0.2609600526881025,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
,184.0,0.031249252131857898,0.004572011995264154,21,184.0,0.12183737847793859,-8.0,0.2564832937333454,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
,208.0,0.028275206117034074,-0.022247916817104012,21,208.0,0.12183737847793859,-8.0,0.2320733297963559,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
,232.0,0.03242246880848277,-0.06971079757212446,21,232.0,0.12183737847793859,-8.0,0.2661126594606892,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
,256.0,0.03315440808076493,-0.0739884414670809,20,256.0,0.12183737847793859,-8.0,0.2721201694828676,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
,280.0,0.028340205177736,-0.05702648524096197,20,280.0,0.12183737847793859,-8.0,0.2326068201054378,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
,304.0,0.03386389556552267,-0.08626605851494151,20,304.0,0.12183737847793859,-8.0,0.27794340282571406,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
,-8.0,0.11823524674694585,-0.2292803879004245,21,-8.0,0.11823524674694585,-8.0,1.0,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,16.0,0.08314853887962916,-0.10805441458377696,21,16.0,0.11823524674694585,-8.0,0.7032466304873422,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,40.0,0.05504863676948686,-0.06325768133952604,21,40.0,0.11823524674694585,-8.0,0.4655856716509016,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,64.0,0.042019145494245465,-0.04104424261002134,21,64.0,0.11823524674694585,-8.0,0.35538595004734375,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,88.0,0.03198866397218136,-0.02841557281696187,21,88.0,0.11823524674694585,-8.0,0.27055099771259755,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,112.0,0.027668519713571236,-0.017963202721926624,21,112.0,0.11823524674694585,-8.0,0.23401244954297812,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,136.0,0.02849383628911304,-0.02556400839420314,21,136.0,0.11823524674694585,-8.0,0.24099274178449726,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,160.0,0.030519320194349657,-0.03145418024476169,21,160.0,0.11823524674694585,-8.0,0.2581237070504782,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,184.0,0.03036892914217157,-0.03063846034546458,21,184.0,0.11823524674694585,-8.0,0.2568517424179692,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,208.0,0.023522618497666164,-0.025346328456918494,21,208.0,0.11823524674694585,-8.0,0.19894759933990477,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,232.0,0.022581986105960843,-0.01970367423239827,21,232.0,0.11823524674694585,-8.0,0.19099199880973022,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,256.0,0.0252029787503492,-0.022851220438520597,21,256.0,0.11823524674694585,-8.0,0.21315960717103355,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,280.0,0.023465147982179982,-0.019522657863195052,21,280.0,0.11823524674694585,-8.0,0.19846153010871195,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,304.0,0.02800360465870677,-0.026833877176228354,21,304.0,0.11823524674694585,-8.0,0.23684650245321312,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,328.0,0.018885536948053512,-0.016711993430511773,21,328.0,0.11823524674694585,-8.0,0.15972848594356526,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
,-8.0,0.06980018213468746,0.0816066171995743,15,-8.0,0.17142513979662397,16.0,0.40717587990593024,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,16.0,0.17142513979662397,0.08142044423218553,14,16.0,0.17142513979662397,16.0,1.0,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,40.0,0.15905843805995618,0.008302989828700702,15,40.0,0.17142513979662397,16.0,0.9278594624374263,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,64.0,0.13452971077209863,0.0119345063597171,15,64.0,0.17142513979662397,16.0,0.7847723556282499,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,88.0,0.10904156904458538,-0.024800693456898892,14,88.0,0.17142513979662397,16.0,0.6360885525539052,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,112.0,0.1080880290120856,-0.03452892160749477,15,112.0,0.17142513979662397,16.0,0.6305261243497862,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,136.0,0.07979979134970214,-0.021361232234020866,15,136.0,0.17142513979662397,16.0,0.46550810134601806,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,160.0,0.07367887067439922,0.0250555485602183,15,160.0,0.17142513979662397,16.0,0.4298020159809154,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,184.0,0.0885931847218866,0.01044471914976497,15,184.0,0.17142513979662397,16.0,0.5168039228493098,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,208.0,0.09184144155980833,0.018523728267234363,15,208.0,0.17142513979662397,16.0,0.5357524670463594,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,232.0,0.07218559216059287,0.02577154992795183,15,232.0,0.17142513979662397,16.0,0.42109105027554705,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,256.0,0.05053270823092822,0.026367167412308712,15,256.0,0.17142513979662397,16.0,0.2947800322104413,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,280.0,0.07334647811163997,0.09243024281658896,15,280.0,0.17142513979662397,16.0,0.4278630205502941,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,304.0,0.04860592362003095,-0.00503885404474308,15,304.0,0.17142513979662397,16.0,0.2835402303168382,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,328.0,0.08201539004953143,-0.0012815056475880549,15,328.0,0.17142513979662397,16.0,0.47843268581745463,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,352.0,0.09021007547506647,-0.05281349724272538,15,352.0,0.17142513979662397,16.0,0.5262359743856138,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,376.0,0.08600150930776372,0.011598800736318526,15,376.0,0.17142513979662397,16.0,0.5016855136288326,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,400.0,0.0708568989165289,0.03569828829846222,15,400.0,0.17142513979662397,16.0,0.41334018452948257,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,424.0,0.06511934526654753,-0.01251076495843978,14,424.0,0.17142513979662397,16.0,0.3798704515790629,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,448.0,0.0692127160857484,-0.04201698478492749,14,448.0,0.17142513979662397,16.0,0.4037489260201932,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,472.0,0.06958917120092081,-0.019558238033674236,15,472.0,0.17142513979662397,16.0,0.4059449581518807,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,496.0,0.08310153683267935,-0.011120091832327927,15,496.0,0.17142513979662397,16.0,0.48476866888526193,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,520.0,0.0717160618248664,-0.00011720062781339635,15,520.0,0.17142513979662397,16.0,0.4183520684886078,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,544.0,0.06825759246130074,0.024114342605230654,15,544.0,0.17142513979662397,16.0,0.3981772600114572,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,568.0,0.07128587633440966,0.01734511801225347,15,568.0,0.17142513979662397,16.0,0.4158426028934967,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,592.0,0.059815996234955086,0.0033046962960519566,15,592.0,0.17142513979662397,16.0,0.34893362960601826,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,616.0,0.08431756933075645,-0.026122473734876472,15,616.0,0.17142513979662397,16.0,0.4918623337906532,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,640.0,0.07841783806844502,0.008095152633429026,15,640.0,0.17142513979662397,16.0,0.457446545830318,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,664.0,0.08636781802246546,-0.007617123313273966,15,664.0,0.17142513979662397,16.0,0.5038223572396141,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,688.0,0.07943554932214128,-0.0012717801446798238,15,688.0,0.17142513979662397,16.0,0.4633833136515586,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,712.0,0.08345413417256041,0.0017856194490484811,15,712.0,0.17142513979662397,16.0,0.4868255278751358,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,736.0,0.086082163791458,0.024630257939136313,15,736.0,0.17142513979662397,16.0,0.5021560075353271,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
,-8.0,0.10131234143207332,0.10912677419170953,21,-8.0,0.10131234143207332,-8.0,1.0,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
,16.0,0.07479390149599278,0.06666381452332082,21,16.0,0.10131234143207332,-8.0,0.7382506458617354,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
,40.0,0.07549273853179102,0.06588406475032293,21,40.0,0.10131234143207332,-8.0,0.7451484929149178,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
,64.0,0.07640818021359104,0.06694611876957461,21,64.0,0.10131234143207332,-8.0,0.7541843287159667,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
,88.0,0.08978864219275474,0.07434471312601443,21,88.0,0.10131234143207332,-8.0,0.8862557209079522,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
,112.0,0.08625117404435496,0.07206518982524106,21,112.0,0.10131234143207332,-8.0,0.8513392625732928,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
,136.0,0.08273996494005635,0.06832764430700629,21,136.0,0.10131234143207332,-8.0,0.8166819932350576,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
,-8.0,0.05222180261189231,0.044092164655325096,21,-8.0,0.1169310535357565,136.0,0.44660337038632203,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,16.0,0.07353103764319689,0.07446045207282825,21,16.0,0.1169310535357565,136.0,0.6288409744013103,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,40.0,0.07682076869699671,0.07576749802952272,21,40.0,0.1169310535357565,136.0,0.6569749127720429,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,64.0,0.07852483369602102,0.08180342604792867,21,64.0,0.1169310535357565,136.0,0.6715481586934373,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,88.0,0.09142385412975915,0.10012357178997444,21,88.0,0.1169310535357565,136.0,0.7818612025230964,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,112.0,0.07930709329910919,0.07551918387982315,21,112.0,0.1169310535357565,136.0,0.6782380804843922,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,136.0,0.1169310535357565,0.13816332619474705,21,136.0,0.1169310535357565,136.0,1.0,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,160.0,0.08646041384537581,0.08204496196977078,21,160.0,0.1169310535357565,136.0,0.7394136222242876,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,184.0,0.07726566536957492,0.06716848558001325,21,184.0,0.1169310535357565,136.0,0.6607796905374478,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,208.0,0.07983055840558681,0.07623947519450729,21,208.0,0.1169310535357565,136.0,0.6827147792795292,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,232.0,0.09264769102965537,0.09398845803055182,21,232.0,0.1169310535357565,136.0,0.7923275146180437,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,256.0,0.09303728321686268,0.09820737338628205,21,256.0,0.1169310535357565,136.0,0.7956593257616779,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,280.0,0.07997603950921976,0.07669359963899196,21,280.0,0.1169310535357565,136.0,0.6839589406826287,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,304.0,0.07413074682301606,0.0709838119882219,21,304.0,0.1169310535357565,136.0,0.6339697161827719,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,328.0,0.07449898243411536,0.07223582805600377,21,328.0,0.1169310535357565,136.0,0.6371188848592236,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
,-8.0,0.09932400008614681,-0.024865535577583493,21,-8.0,0.1402609197082923,64.0,0.7081373791981111,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,INFL
,16.0,0.09132309899778948,0.10069828713036595,21,16.0,0.1402609197082923,64.0,0.6510943974110446,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,INFL
,40.0,0.13390476860355455,0.16243325046491228,21,40.0,0.1402609197082923,64.0,0.9546833778221548,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,INFL
,64.0,0.1402609197082923,0.16945522439650043,21,64.0,0.1402609197082923,64.0,1.0,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,INFL
,88.0,0.13200427093989575,0.1515679093303045,21,88.0,0.1402609197082923,64.0,0.9411336473083999,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,INFL
,112.0,0.13124959956634652,0.14784313607038088,21,112.0,0.1402609197082923,64.0,0.9357531651675529,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,INFL
,136.0,0.10214659884962216,0.1163261844081143,21,136.0,0.1402609197082923,64.0,0.7282612937521127,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,INFL
