slug,geo_unit,reason,n_time_windows
flooding_in_central_and_eastern_europe_sept_16_2024,1202120201,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120202,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120211,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120212,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120220,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120221,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120222,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120223,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120230,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120231,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120232,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120233,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120300,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120302,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120310,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120311,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120312,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120321,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120322,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120323,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120330,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120331,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120332,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120333,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121200,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121201,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121202,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121203,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121211,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121212,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121213,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121220,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121230,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121231,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121232,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121300,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121303,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121320,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121321,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121331,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121333,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122000,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122001,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122003,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122010,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122011,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122020,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122021,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122030,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122032,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122100,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122102,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122110,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122112,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122113,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122120,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122122,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122123,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122130,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122131,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122132,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122133,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122200,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122202,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122210,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122211,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122212,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122213,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122220,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122222,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122232,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122233,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122300,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122301,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122303,short_mono,27
